num,data
175,756.8780221641064
176,836.1783424373716
177,771.3118921369314
178,893.4737333822995
179,725.1912196688354
180,724.9014099759515
181,821.5524530187249
182,765.5712311596144
183,734.6446119211614
184,826.441269793082
185,829.3288451582193
186,670.9657019320875
187,864.2023650240153
188,890.6491212109104
189,558.5670350999571
190,666.5599582027644
191,833.576823384501
192,980.4376853555441
193,730.4141886308789
194,668.8208613526076
195,692.4716235385276
196,747.8080908544362
197,785.6457575364038
198,664.514680291526
199,818.9117600861937
200,686.3180889319628
201,742.4165488637518
202,706.1624174322933
203,789.5571946115233
204,617.9896840259316
205,695.6659945957363
206,883.7317514065653
207,800.7815103352477
208,655.1335958177224
209,805.7325822166167
210,743.1081388636958
211,877.338196169585
212,749.5760435201228
213,692.9773716088384
214,764.0884674669069
215,803.269326787442
216,577.7105504274368
217,914.76336607337
218,973.1150530017912
219,761.3474749475718
220,698.2270296812057
221,805.9317922219634
222,843.6515978602692
223,740.9438508646563
224,872.5763243325055
225,673.9960831580684
226,622.8942782902159
227,810.5773193500936
228,702.8862266134238
229,817.6031423918903
230,783.4626227738336
231,904.2568421587348
232,679.6815023496747
233,826.3681537359953
234,909.8245887458324
235,719.0960078835487
236,599.1395158637315
237,850.9977550655603
238,807.3093595104292
239,761.5723622259684
240,808.0254485271871
241,667.0429579949705
242,863.0070836022496
243,833.4728511655703
244,755.3472862821072
245,701.7324935216457
246,982.3714117472991
247,735.267876835569
248,672.3373154252768
249,715.3691351087764
250,706.1436981400475
251,830.6419888466771
252,838.2640558851417
253,711.5840343311429
254,850.9488406535238
255,769.73613600526
256,754.8627707418054
257,963.8991755545139
258,841.2001394219697
259,532.1626600469463
260,741.8548237867653
261,662.0413433499634
262,697.0709915319458
263,782.4839369105175
264,812.4408809018787
265,777.3733056653291
266,991.7286088622641
267,692.765252632089
268,857.5392405455932
269,762.6657577902079
270,832.5207278244197
271,858.3875351031311
272,704.1995525930542
273,906.7190741673112
274,693.2053522360511
275,800.7408203221858
276,639.4551517888904
277,768.775295143947
278,646.8510741284117
279,667.4675355479121
280,718.6425451040268
281,793.1237955316901
282,840.1814886128996
283,659.5690808752552
284,814.9272851478308
285,681.9260459938087
286,704.2668874147348
287,750.6396387591958
288,898.8327866531909
289,917.7932068007067
290,709.67426183715
291,725.1385239325464
292,742.2867687344551
293,748.4339707382023
294,827.4242072640918
295,772.5737024212722
296,807.4539884920232
297,636.3528068645392
298,715.8593969028443
299,798.0532559505664
300,811.3338585990714
301,754.1805039532483
302,672.0362594537437
303,847.8581433258951
304,757.0790092349052
305,818.5718940634688
306,744.3519883987028
307,816.1066114492714
308,695.9871904365718
309,814.2783539462835
310,832.0196488015354
311,639.6819362149108
312,853.7603529412299
313,870.8745121248066
314,907.8241918645799
315,546.722429741174
316,600.6204033754766
317,887.8479923121631
318,933.1592153087258
319,653.9677463551052
320,841.2942107841372
321,822.512355142273
322,706.2619502097368
323,728.3717514732853
324,841.8856221958995
325,931.3733737269067
326,844.0607663355768
327,831.5819434449077
328,940.805665962398
329,665.7630944289267
330,673.6803664276376
331,732.3227069067361
332,875.1675612675026
333,786.2801611758769
334,666.3048400017433
335,789.1931119961664
336,668.5254823621362
337,589.6588067086414
338,652.8605897692032
339,735.2846472566016
340,764.5491338334978
341,689.3716980246827
342,774.8986466024071
343,794.9756241848227
344,559.9725920297205
345,796.7132183685899
346,862.8396393433213
347,678.9278153404593
348,615.9530542455614
349,626.6393247246742
350,926.1926595773548
351,791.6592054441571
352,712.1393683757633
353,749.698378752917
354,805.0344923064113
355,796.85540552577
356,759.8039886322804
357,755.3319397326559
358,658.628185749054
359,803.9947277829051
360,708.4919952526689
361,790.0108056776226
362,709.5153169007972
363,733.1203385842964
364,665.1233733408153
365,891.7482557641342
366,702.3453357252292
367,825.7659570258111
368,792.2308073745808
369,877.6337003000081
370,859.3570807737706
371,765.4374083131552
372,890.2576363235712
373,721.9965439550579
374,783.9211397990584
375,822.9725620527752
376,691.4994816593826
377,838.8981911353767
378,724.7263529440388
379,718.6473497767001
380,840.3225566111505
381,451.0586201827973
382,871.5089448951185
383,899.097531628795
384,865.5629803221673
385,937.1907070875168
386,635.8953067325056
387,645.5723656711634
388,842.6690518036485
389,697.2138371057808
390,788.3053350783885
391,651.922068949847
392,746.2212319038808
393,855.959635335952
394,591.3327537029982
395,904.7380429692566
396,726.6155182570219
397,784.982994699385
398,760.1791683440097
399,613.7435543043539
400,729.6537118041888
401,891.0326202325523
402,773.2841071994044
403,831.4414414935745
404,794.8288519605994
405,666.3456972269341
406,736.5211013406515
407,698.340730259195
408,826.0854683525395
409,640.6244932599366
410,662.2423342410475
411,1009.4884254187346
412,804.8286450020969
413,1054.0199774876237
414,756.1690665055066
415,749.4625786802353
416,857.7243755981326
417,762.0322297313978
418,825.8239007182419
419,935.325238995254
420,710.962347984314
421,922.459242362529
422,796.9417082471773
423,807.7465076456429
424,766.7877585440874
425,636.0967285260558
426,805.507106650155
427,675.7754169888794
428,759.1632854249328
429,786.9379013348371
430,855.0019547790289
431,703.6936577172019
432,706.3966072513722
433,721.1785855307244
434,867.2408591769636
435,608.1455238582566
436,747.2171035669744
437,872.5983563736081
438,779.3976766690612
439,607.8148988820612
440,615.0956818396226
441,834.0699582499219
442,605.6256980234757
443,742.1439888011664
444,712.7983799073845
445,742.71958453767
446,601.5066617634147
447,768.725731859915
448,788.3219931647182
449,689.4949634894729
450,822.8367152959108
451,540.9642824511975
452,669.9815715579316
453,677.3408619109541
454,783.5555946761742
455,709.3989971932024
456,666.6271911803633
457,843.0257581882179
458,670.0260269563878
459,604.0858802250586
460,854.7412913218141
461,749.4004467502236
462,793.7894806861877
463,721.8732820004225
464,706.5370597559959
465,735.1068326495588
466,606.47523506172
467,629.060645820573
468,668.226135423407
469,761.0073298895732
470,892.6966421548277
471,654.1723268749192
472,583.7561271507293
473,773.5975416051224
474,919.2247917298228
475,832.0765891075134
476,747.8177851736546
477,838.4021553369239
478,614.0012568539823
479,772.3100537066348
480,688.3290716132615
481,769.3210025248118
482,766.5713884131983
483,987.8380783684552
484,910.834899501875
485,739.0664625130594
486,649.9381938101724
487,611.2041995441541
488,813.957746475935
489,558.5668673682958
490,734.475862766616
491,933.4308031313121
492,716.6364257991081
493,657.2673069388838
494,796.7247246745974
495,687.6033303979784
496,789.0394411794841
497,801.556621526368
498,631.3414675407112
499,752.5695239417255
