num,data
0,851.5618398599327
1,969.9114002026618
2,898.7793810293078
3,907.4915929846466
4,848.1234742216766
5,667.0204635621049
6,962.5314503679401
7,888.0302288960665
8,769.3528337776661
9,1031.1889004930854
10,937.2510174512863
11,948.3082454977557
12,1040.9034032076597
13,998.0795125132427
14,882.677352364175
15,767.3630339502124
16,849.3794338367879
17,894.0130524560809
18,765.3219408807345
19,902.2969749439508
20,949.0293568447232
21,897.4623760133982
22,883.0494411177933
23,999.2565716207027
24,1070.6345198452473
25,924.894388067536
26,827.7469424102455
27,923.4047342855483
28,980.8376938737929
29,1027.654196664691
30,1020.8923395434394
31,1016.5302673038095
32,822.2228633835912
33,1036.4679038692266
34,824.1426012478769
35,814.8791543068364
36,888.5578556917608
37,985.9460140112787
38,897.8997682207264
39,892.5639586411417
40,899.4259130060673
41,974.9670895375311
42,963.4669806100428
43,849.6661324352026
44,800.6575865997002
45,914.5814048983157
46,942.7964629948256
47,1071.313170954585
48,996.9767776913941
49,923.5810470990837
50,913.5959731343319
51,1030.859355202876
52,915.3666791282594
53,850.2651581494138
54,928.4414233118296
55,878.4387605637312
56,977.5039183944464
57,988.6789192259312
58,1005.8269675187767
59,792.5235061123967
60,801.5070511326194
61,957.41763824597
62,1068.0659753347281
63,1001.7175947986543
64,956.1807527840137
65,920.3532153181732
66,999.7685893345624
67,833.8263892484829
68,894.1689322950551
69,859.9354349179193
70,858.3954560216516
71,949.7187345195562
72,974.9908128865063
73,924.3266793694347
74,909.6696350723505
75,939.5726582380012
76,1059.1754102446139
77,874.8835428147577
78,947.9230176210403
79,977.49598124763
80,980.059506200254
81,978.5838841758668
82,941.2127296812832
83,978.4652182906866
84,859.8581348508596
85,939.899365670979
86,896.6458676159382
87,915.3224976674755
88,916.344065066427
89,1059.1876744925976
90,903.4688258394599
91,932.6828605234623
92,951.8714644005522
93,932.9366264562123
94,740.505514732562
95,834.5726668387651
96,1095.1836482137442
97,982.1683550192975
98,869.4381462838501
99,861.8067854810506
100,825.8445513620973
101,951.273714782903
102,927.7980691511184
103,965.0558187402785
104,896.8969488311559
105,937.0029689706862
106,963.8194430511212
107,810.8369230739772
108,926.2038743067533
109,941.1756534390152
110,991.5024719648063
111,982.6409061318263
112,993.0714392596856
113,824.0285411141813
114,904.3342330437154
115,991.2834281646647
116,905.1058185640723
117,894.310301288031
118,849.4447607211769
119,879.5436256097164
120,987.7945859413594
121,931.016816848889
122,1005.5901748305187
123,870.6558136455715
124,856.9597302023321
125,988.7367431120947
126,912.4488919889554
127,885.3348481878638
128,763.3628722475842
129,1056.6054072976112
130,920.4993669837713
131,978.0579672353342
132,1046.3091908469796
133,891.8353758014273
134,949.298126948066
135,950.2860552882776
136,866.7087995242327
137,913.0237406678498
138,919.4940096456558
139,826.7252813335508
140,838.1229787599295
141,884.7374634183943
142,880.0378441149369
143,927.3936990550719
144,815.8319660518318
145,869.8760739192367
146,992.8742256099358
147,997.3186645973474
148,809.7063104677945
149,829.0844540446997
150,935.2673059897497
151,906.6977693885565
152,774.4030583221465
153,829.6212769057602
154,897.3959937216714
155,916.8930943906307
156,886.0301608706359
157,948.8852419089526
158,962.5628188716364
159,867.0159725770354
160,987.416792076081
161,873.371367238462
162,951.5785885434598
163,951.1991026178002
164,774.3616205770522
165,889.5362208645092
166,979.8883345257491
167,898.6977475518361
168,917.748703693971
169,939.4586095008999
170,938.2449910808355
171,762.7078591734171
172,807.4109310130589
173,933.6779366917908
174,926.8119707561564
175,1039.639258492738
176,1043.1257403045893
177,1003.6937782685272
178,1014.8931077495217
179,959.9348589256406
180,844.9928434283938
181,895.36144631356
182,874.8768627131358
183,901.9004846028984
184,976.8387011666782
185,991.7980593703687
186,708.4834296796471
187,889.5582823660225
188,947.3125271033496
189,657.5220986516215
190,965.678105276078
191,909.5953716486692
192,1043.4137988574803
193,878.820885437075
194,926.1190153807402
195,830.0480945543386
196,854.4283314468339
197,1036.2615292482078
198,783.0511791966856
199,912.3768685013056
200,831.1676339115947
201,1055.2848390080035
202,940.4733669757843
203,828.6282144100405
204,997.7965342134121
205,834.7094455715269
206,902.3907353375107
207,884.8030004863103
208,837.0565322563052
209,816.7313213399611
210,881.6107225760352
211,950.1165372021496
212,920.4980408623815
213,843.2641315232031
214,962.6960281915963
215,843.4158074073493
216,705.4437099248171
217,947.6281716171652
218,1041.136639226228
219,956.6746660023928
220,820.542124858126
221,916.4491630867124
222,901.0644634487107
223,861.2443555025384
224,952.0276397429407
225,821.7935771988705
226,849.0703854286112
227,1009.3587023094296
228,866.7962767928839
229,1022.2240098686889
230,886.8969764886424
231,985.0699157863855
232,815.3411636725068
233,849.4349961876869
234,984.6554697081447
235,1020.0535228215158
236,826.2954927533865
237,1023.2248965220679
238,935.8476567463949
239,927.361218934413
240,923.0196411535144
241,799.4143487577094
242,988.7087887823582
243,957.8962987968698
244,783.2804182004184
245,870.1188927832991
246,997.9839188149199
247,979.258349288255
248,856.7791245393455
249,953.2149612810463
250,973.9423072300851
251,952.4647863805294
252,948.8740576319396
253,879.4251377731562
254,962.6054661907256
255,849.5479066604748
256,898.9451790321618
257,1038.9860708117485
258,934.8467433452606
259,938.3023426420987
260,915.1646365523338
261,892.2456011269242
262,957.9091607816517
263,857.5067981295288
264,988.0901103902142
265,810.4916625875048
266,1099.053326321533
267,974.6884720176458
268,1027.5945178968832
269,873.3106196466833
270,1010.6789976879954
271,854.7282435973175
272,841.1603237178642
273,913.133444936946
274,763.4628110602498
275,987.3463727235794
276,969.1915941275656
277,879.3193387649953
278,880.9228918068111
279,957.5752009302378
280,855.4130355701782
281,891.1302881240845
282,1055.8059936463833
283,890.6669400129467
284,876.510610666126
285,822.999190447852
286,931.4470860804431
287,866.5648462735116
288,1028.4080978780985
289,988.8283773148432
290,892.3012157585472
291,918.0530264526606
292,855.8079055408016
293,837.4056743588299
294,974.221338391304
295,903.3923198329285
296,933.1858728132211
297,743.524923119694
298,911.8959689829499
299,821.33481167024
300,868.8110493767308
301,883.0821658410132
302,951.226016276516
303,909.1556335240602
304,827.5956463962793
305,862.4137675453385
306,928.0711657889187
307,847.0909535512328
308,807.0248268805444
309,899.5513151753694
310,883.6553697250783
311,888.9028870123439
312,934.2120383922011
313,913.0983468405902
314,987.2463417164981
315,832.0768100153655
316,795.1259889875073
317,893.6769123785198
318,953.9661056101322
319,725.8263754365034
320,872.7666277065873
321,934.2387911248952
