num,data
0,983.5569924848185
1,1076.2029057984732
2,997.3471959175267
3,1041.2977399826655
4,988.39239753831
5,806.101970811895
6,1041.9029097433197
7,1008.8661053576097
8,899.1407392745843
9,1108.1778153769487
