num,data
0,322.519043998491
1,377.02767480853765
2,340.485899899211
3,352.389921143077
4,323.0959814237484
5,240.1440614707501
6,374.57847183934564
7,340.0762198190027
8,290.13269689140174
9,396.2526620737601
