mean_data,mean_reward
0.00014295857399702073,-955.2099951
17.275523067911855,-907.3188817999999
37.167868666478896,-850.3139871999999
58.236770823434924,-791.9666068
69.79460853803903,-755.8549727
82.18186420667917,-705.8269821000001
102.1481018432416,-646.4859181
128.58434222405776,-556.9268532
136.37370242113246,-522.165439
148.86929865805433,-474.2765741000001
158.5819643929135,-437.6063744
170.47405103235505,-397.9552977
183.65448967263802,-353.8275751
188.41931647114689,-336.573604
197.55404993224656,-302.66520390000005
206.58578283493407,-269.558018
209.37966352953808,-257.9675953
212.96301894590724,-239.62662630000005
216.7633371733351,-227.3122645
219.87087994151517,-209.9757306
221.16577405510617,-200.4084997
224.08531573788497,-191.92203239999998
231.39466344200773,-161.35242839999998
237.14843959191347,-140.7324896
238.059231194749,-134.3839908
243.52137004897813,-112.6188878
244.90075148888863,-107.34482289999998
247.95721612026682,-94.0721022
249.76534450475592,-85.59246970000001
249.8006329814787,-87.19892039999999
249.58969319006428,-87.636125
248.9579988084268,-84.7579349
254.39995687187184,-61.58754220000001
257.699393873394,-49.273566100000004
261.5942666227405,-33.8252296
263.3948077383335,-26.127690600000005
264.53561953918904,-26.4642658
264.3964476072841,-30.7401575
268.2501105637988,-12.4147657
268.66515034008773,-9.193361000000001
268.69543412751517,-8.245635099999998
273.2452343052952,16.916213699999997
275.75219269350055,26.7510988
280.0057330043579,45.275947200000004
278.5690794417693,37.2378971
281.4768010938657,50.4963477
284.13158043639777,64.38784899999999
285.18934345746385,73.4094303
288.27719062804243,87.70237490000001
288.7609230965143,84.64845269999999
291.3572420240351,98.7667865
295.03134058063733,118.69740559999998
295.2711449233175,123.02715719999999
296.19512943018344,128.4434453
296.31976398152545,133.01901999999998
298.7850321940379,144.6387336
298.5076380334329,147.63417429999998
300.8099752978509,161.16388239999998
301.3222293794708,164.6101117
301.1454283477666,166.2021787
301.8885740970829,171.50127809999998
303.2774735459778,179.72743
304.75095419352,189.7752062
306.32592956493534,197.1785836
308.2150843384967,210.8614841
309.03338348910404,212.3156667
309.93728878266467,219.4807608
310.904381106413,226.4612844
312.11089063370343,238.1106546
312.699763986998,242.2074815
313.2318687917588,243.596594
314.40508033403313,252.23559040000004
314.68373494747647,253.09990110000004
315.0515710698131,256.53405549999997
316.553274438862,269.83816229999996
315.9541240926217,271.7137471
315.53193277069477,277.667422
315.579264989269,278.9966112
316.2176757076668,284.979114
316.1127852081452,285.4514436
316.612273274464,289.91433040000004
315.5921905435454,290.8435007
315.3079367014763,291.95439830000004
315.0958112521883,291.25727059999997
315.1522962444127,291.13972309999997
315.281521091715,290.67862750000006
314.9625176127767,290.39021590000004
315.2705582719922,290.0778932
315.2773769243002,291.59945350000004
315.24094727229533,292.7062769
314.85515242009717,293.32268009999996
314.5805465096688,294.3118252
314.83168282480835,294.48636989999994
314.73403311943696,293.9865571
314.5619234396203,293.84316509999996
314.4205294785526,293.1282897
314.4313926521152,291.6369735
314.4019736304566,292.2661819
314.5602864024997,292.6901818
314.71687423951425,294.0083771
315.4434887917881,295.1453642
315.95005774495513,295.412511
315.81017087444343,293.5019143
315.8906853024411,293.1692675
315.93650171357365,292.57577849999996
316.22491626761473,293.1802111
316.69765909024136,293.52188639999997
316.1847700627479,292.64467099999996
317.05268643896125,293.96869519999996
316.9231579527688,293.9081033
317.46904219484577,295.4387189
317.40796014418737,296.1019963
317.0486373134656,295.7292772
317.4050970610057,296.44664700000004
317.1810383567372,296.1058024
317.05555652741134,295.72355819999996
316.6390261979344,296.2551334
316.5428717523937,296.2487281
316.6641505368325,295.7174311
316.74404785159277,296.12779340000003
317.17623863757524,296.6082959
317.5150755598588,296.56854319999997
318.02594505994495,297.0709677
317.97814199354036,297.8125189
317.7212571424137,297.3977135
317.12953768231563,296.6926117
317.65977216904577,296.8420012
318.03780228552057,297.231728
317.7386477506352,296.3753231
317.6132837947225,296.4521184
317.3488519603619,296.6083263
317.7006793953653,296.522737
317.6366860314098,296.21796689999996
317.5108364497137,295.8554093
317.50013431805326,295.54708719999996
317.3290089536807,295.0390115
317.47009106740586,295.343057
317.2222863259609,295.38670979999995
317.37522119531206,295.5947739
317.2485797837493,295.3290935
317.4688617816035,295.79322229999997
317.45347528487764,295.6046444
317.6521384690692,296.14381140000006
317.5664485311019,295.6030332
317.62848475054045,295.2604789
317.39123937095866,294.8135925
317.5280947300187,295.0336261
317.81758161202595,295.77193070000004
317.7770664956548,296.16881090000004
318.0688159132769,296.4006278
