mean_data,mean_reward
308.45991220563883,-42.6393675
309.5638264590525,-111.301906
309.289508237096,-114.5047515
309.2614458264434,-106.54648949999999
310.07016564399237,20.5851995
310.0120402663597,-38.6441145
309.8080589627498,-38.532785000000004
309.63532721827505,104.601347
309.4172652881243,135.09351049999998
313.33855256350944,144.429082
313.8047863392858,200.520928
312.73583540238906,233.17679499999997
315.45598454459105,253.83081900000002
314.6997036606772,258.23443199999997
312.89820480695926,264.176304
315.14846598671284,275.8112775
312.47789036203176,282.6769495
309.11758892657235,270.3792755
309.5413956088014,275.85085949999996
310.66732353856787,282.4607155
310.3779578129761,281.140604
308.84074694663286,278.6792575
314.55655796150677,289.26012549999996
314.57866159267724,288.6552015
312.56809006491676,289.3058215
312.627031949698,290.71083250000004
314.1733447883744,289.20723250000003
315.1043162018759,291.17485450000004
315.57778826588765,283.610436
317.4786985232495,293.4232045
317.5105080989888,292.94853550000005
318.38539472967386,290.77594450000004
318.44846793450415,291.4778145
318.0877391138347,293.9013385
318.39641611406114,295.285357
318.73974918969907,293.6597805
319.55737048015,292.97476600000005
319.3628525619861,290.92859150000004
318.9457336944761,289.2703195
319.8542170195142,300.256151
319.61887409584597,297.08949800000005
319.9065652192803,299.03629750000005
318.98880156397354,302.17298400000004
318.97640368156135,299.3826255
317.7393941823393,288.1521085
318.1152621204965,293.4393215
319.4121347334003,288.664115
320.8702080193907,293.0614835
319.6767878535902,288.0510405
320.6576005879324,298.80845650000003
321.2502501523122,299.2864475
320.2248740552459,295.64960399999995
322.1210716079222,299.05652599999996
322.2260575002292,299.02138549999995
323.14007449301425,302.513202
322.7212735792855,295.4956105
323.83245776221156,301.208854
323.16301226418,303.0653145
322.85594662325457,291.3626055
324.2581612066133,298.4043165
325.4856283724075,303.7695165
323.65683357138187,297.119823
323.98893020791,306.32664850000003
325.14002601383254,298.27632900000003
325.3025560496608,303.79193
326.2429867286701,302.304779
325.33907452528365,304.180407
326.191883038613,303.41532800000004
327.03564026474487,307.2983085
325.6817346508615,293.827681
327.4403541822685,298.120204
327.18955157499295,297.7338085
327.56098014779855,298.8396295
326.65567576279864,301.8252895
327.43468248611316,300.9008975
327.84850622096565,304.04728450000005
326.5693996237824,299.428337
327.1911729078274,302.365903
327.65105113445316,301.7176075
326.0908591799671,294.83216649999997
327.2771774289431,304.1240275
326.2713258882286,294.7270775
328.2445458432194,303.6151395
329.15673265908845,308.6271185
328.35919944022316,300.531132
328.06190695625264,300.6012365
328.4961042057257,306.3344045
328.17058188538067,300.621553
329.76406023046,307.89727849999997
329.4843800427625,299.323396
330.10696683707647,311.387093
330.3357593686087,304.49080349999997
330.0009914438706,298.82027400000004
330.87172496842686,301.081853
332.58415915525984,305.63981750000005
332.61612781567965,301.15359
330.82405105920043,306.62135750000004
330.29662886308506,305.8177485
331.27972605114337,305.3518105
332.718784581637,303.96734349999997
332.0442875797162,303.92227449999996
333.37251837714575,308.46327199999996
332.98142513178755,304.573111
332.1773254782893,307.04325
332.34340275241993,306.3795255
332.27473372919485,307.153731
332.94852595299017,302.881197
334.95871171017643,315.7942375
333.42318630981026,302.7782575
334.63528090628097,304.994676
334.0579239476938,308.047118
336.2632678603986,314.4854985
334.516353001236,307.8922705
333.95531759248115,309.726878
333.65645630913787,308.8518885
334.066593482974,308.30017599999996
335.45412725606,305.240454
333.77077900455333,308.628075
334.78972827643156,303.500594
335.0895296939416,311.20876999999996
334.7304835396353,308.9965795
334.62773134571034,310.07171800000003
333.60413806070574,305.953417
334.52554485050496,309.1612875
335.6464393766364,311.227603
334.09154759021476,309.675782
335.9656759640202,306.4142565
335.93430589837953,311.80548350000004
336.1008460626472,312.390488
336.04436322371475,317.98926900000004
337.0665161255747,313.914796
335.86485315696336,307.512492
336.9616352977464,313.4562445
337.7708279939834,313.6113755
335.3452313914895,308.5685335
336.43193335831165,310.833144
336.7056603336241,309.95667149999997
338.27612814155873,312.94705799999997
339.0715872304281,312.8808335
337.98759323416743,316.3830755
336.58707908319775,305.660124
338.1834352881415,311.49828549999995
338.5293091890635,313.572378
336.39153583697043,308.725851
338.01788025931455,313.37794199999996
338.59000562375877,313.2851035
338.26218582096044,309.8062005
337.1603179987287,307.4389635
339.0008836091729,316.12451550000003
338.81734043196775,309.094315
339.47666934120934,314.206798
338.65105199592654,315.1806385
338.1013390204171,310.23517400000003
337.7940698808525,312.90049650000003
339.09527541312855,314.110946
337.50720146566164,310.14406399999996
337.42968134966213,312.3263505
334.4665336487815,310.9851715
338.9514882029034,313.56365800000003
336.8537788246758,305.6485065
338.4319766283734,317.23859749999997
339.72293333976995,315.5501995
337.4135467815213,309.3824065
339.048852326232,312.781721
337.1310918958625,310.980011
338.86906613828614,311.568594
339.9716816878645,312.89572599999997
339.22860698692966,311.356547
338.63586728356313,310.66272200000003
339.14899177174084,314.326634
338.9768527857959,317.8061535
338.3960086427396,310.8091665
338.1723356102593,310.7786015
337.66679279506207,310.1885095
338.49092914164066,318.410154
339.06583309336565,318.32715
338.4269231224898,319.320162
339.8640096236486,314.102206
338.4567751842551,310.11076149999997
339.55745651957113,315.3563915
339.97986204281915,313.77599999999995
338.8278775018407,313.73377700000003
338.34935122856405,310.9677765
339.59918060479686,314.9352535
340.8584532047389,316.035282
339.5471842306433,311.731811
340.47385118948296,313.28780400000005
339.79569594352506,312.5198295
341.1478037710767,314.2571735
338.6932445978746,312.3621895
338.38410974445287,311.6792365
339.75659273564816,311.6339735
338.7124865355436,313.6128845
341.26346744125476,314.3243195
340.2836748830741,313.3288675
340.8476943942951,314.342934
337.21365786565,312.48684149999997
338.51290784880985,312.2666385
340.2672803469468,311.2561505
339.37796354375314,309.8485005
338.1467726180563,313.753489
340.48303891858086,311.30661
340.02447168377694,309.1102515
339.5904147862457,316.4204095
340.8024741788395,317.3279785
339.1367067443207,317.113543
340.0852028847439,318.796369
340.6522747717099,313.792151
338.66075834003277,318.168321
341.6165042988723,312.2814915
339.49978139286395,314.408463
341.19487819680944,313.0476525
339.8813077949453,314.636619
340.4682464589132,320.62676250000004
341.4109923464712,313.398494
338.0431800892111,308.90037900000004
340.5544956085505,318.700367
341.56767340085935,314.823494
339.1236542678671,316.3188295
340.49479404627346,316.4140825
340.29778936854564,312.65898
341.834416432539,317.59763799999996
341.5971488733776,312.06869700000004
334.484980696463,305.022227
340.23164099792484,313.90976650000005
343.0390146765858,314.7188535
341.11724203277845,318.4721665
340.78890084603336,310.5719795
340.6598939403193,313.289766
339.6920238720486,313.245768
341.90058269322617,309.0263735
341.24161152460147,311.201674
343.07366659503896,316.428679
341.9835190864396,318.17234199999996
341.53910401044413,313.74116200000003
342.88009712600615,315.29178349999995
340.601541231852,312.45000600000003
340.5712318542646,316.2052425
341.11907432682347,316.8824995
340.20631284825504,317.956773
340.7817653401289,311.8971375
339.55309942085296,315.75703250000004
339.831630018889,313.9363075
341.87786300317384,316.3243885
343.08991659712046,317.7521465
341.6515522055561,310.3737385
339.27441834425554,312.77238950000003
341.9404027094133,312.93734800000004
340.69238599552773,313.5961525
339.7572921635583,312.5577475
342.82097109546885,318.185901
338.8553403322585,309.5128525
344.10559818381444,320.98215600000003
342.54184799885843,315.39212150000003
342.8116018365836,315.531619
341.00995475950185,313.82508700000005
340.96372642804636,312.9243235
340.2210978725925,312.407689
341.3745491198497,313.6741395
343.1103077356238,317.50435300000004
338.5921052421909,313.495866
339.93726749683265,312.872383
339.35488237557,311.909988
340.2753019523807,314.71054300000003
340.7698079623515,315.723125
342.2987753910711,318.6567185
342.2872896139743,318.83167449999996
340.4442080790177,313.58271149999996
343.7613246134715,318.662755
340.0918910097098,311.30637
339.4364398707403,309.567984
341.72760589874815,309.4301455
341.9799684814643,318.1187265
342.99008894874714,315.8855665
342.2306164270267,312.509649
339.14999865274876,312.19495
341.15662578854244,314.7764605
341.20626309973886,311.255675
342.1148249457474,313.06106450000004
342.9259064733051,318.193532
343.17001439793967,316.2139065
342.086903452524,315.4707305
341.81454460846726,316.22240050000005
341.8509467635304,312.4803975
340.02770269161556,315.323622
342.2333522044355,317.1567375
338.21924802067224,312.57364399999994
343.3745941509842,315.6336615
339.93942624679767,311.05836450000004
338.64505892037414,310.9382695
338.9675257332856,309.0897445
342.33538134384435,318.358256
344.1823322541313,316.42895250000004
342.34277667297283,309.95109049999996
340.45557709102286,309.765603
340.11653423681855,315.062151
339.6462366725318,318.0509005
341.366409212118,314.5487845
344.47773417975986,319.3255775
340.1959771544207,315.0396545
343.1367116353358,315.6359025
337.4447951071197,313.773606
342.8570663470309,315.0143685
341.23111267539207,312.565403
343.90657843707595,314.400606
342.4688336709514,318.267543
341.32482699916,315.59810500000003
339.0627812689636,314.3621285
336.48973449587356,314.87768900000003
339.3079728188459,311.250222
338.93243030575104,310.6374945
343.64748339459766,316.230059
343.4991667487775,320.9217875
341.5427518292563,320.40712099999996
345.8760110887233,324.9787025
339.9865957838483,316.03124749999995
342.1428467807709,313.7787685
344.18913729308406,318.219372
342.83681731211254,318.0811415
344.5488919937052,315.8293835
345.06784940499347,321.8627705
341.4819360835245,316.756664
345.6722880831221,319.3036475
344.6193499498768,315.94642999999996
344.52160831098445,316.7647965
343.4130910675158,317.1323095
345.6522210339899,318.42224799999997
344.0227828354109,318.948668
340.68302429048344,317.14271199999996
345.58039260009537,318.341656
341.0952494664816,314.669304
339.605125151691,310.2552075
344.0889516546158,317.01768549999997
334.9766628834186,307.2508245
340.15088673413265,313.857641
344.86383818869945,318.2186145
345.18756212620065,318.394135
342.28169427707326,318.9293815
343.7596938862698,313.93120799999997
345.9191552118864,320.372609
338.422021776787,315.192024
343.9952457435429,315.1125915
343.2787995421677,315.858611
339.50023291585967,312.001529
341.960718125687,312.8086065
343.1162036212627,319.034527
336.76806845667306,304.984834
343.3630838879617,319.232902
345.5585324289277,319.5562005
340.8950519816717,317.2340465
340.93744607135886,314.515165
345.99608002620516,323.0549545
341.95607299148105,313.8202715
345.1698857261799,317.25399600000003
346.39942045143107,318.984364
343.5484247744316,318.330735
345.28355577244656,323.553009
344.53403040452395,317.9427525
342.3528588421177,314.0023875
342.75120257632807,320.2781225
345.45373679167824,317.8322505
343.39154909038916,318.833393
344.4167543956428,318.5920565
343.79680934367934,322.26531950000003
342.31021318165585,314.631944
344.4161653381889,316.5450495
342.6401435419102,316.10787600000003
345.4989578796085,318.576719
344.57145273609785,320.7310165
342.8881331390585,317.5832455
345.16304913628846,318.7648625
345.00394053640775,321.0650885
344.5464649233618,316.315837
343.16301359038334,317.19179799999995
344.4287887735991,317.9381955
341.8996653322829,319.599866
345.2386085172184,318.616904
342.44967794354307,317.957095
344.98585000861203,318.4517805
340.4604481696151,316.0858915
341.73935657023685,322.22495949999995
344.1143453444238,315.121733
346.3464754355373,320.59018649999996
341.7048892378225,317.2311765
343.0653593776515,320.1012085
343.0650810052175,315.310399
344.03796594019514,314.4057015
340.78541779122315,316.7233
343.73391411756165,321.901113
344.63124047219753,314.2898805
340.91915670305025,312.272602
342.0634223627858,312.68894850000004
343.41927367117023,318.3352235
341.8627564307535,317.0014545
342.1312355719274,317.855822
344.705158179102,315.6194025
341.3107232632465,313.7448175
345.7590751629323,319.1636015
341.9555939089041,318.3613345
336.9220207487815,318.7345875
344.44599270808976,321.4231635
345.2692633959232,322.7863715
341.81167258659843,322.082019
344.6589667593944,321.9968765
347.2614547442063,321.16632749999997
344.17267852975056,322.2023845
346.86832645966206,323.8646385
344.7131110233604,322.21667449999995
344.4686727220542,319.5211385
340.193811682635,313.381847
340.8928764236625,314.12262150000004
345.5914792654803,320.367086
345.56793174677296,320.892646
344.98526027298067,316.912686
342.00794714316726,311.148958
345.09794571826933,319.30616699999996
345.21848859783495,322.650166
345.3403895033989,319.39462149999997
342.506233891123,323.7930845
340.42750550911296,317.2088795
345.21754304954084,318.243525
344.58383560634684,313.029014
345.28907758637797,320.5635175
339.52106022438966,311.60355749999997
345.724027524353,321.8291755
347.38861903263023,321.4356665
346.1267357208417,319.397336
346.78642309550196,322.20604149999997
343.5389367513126,319.75957700000004
345.59458430990344,322.00502
347.1102665376384,322.437222
343.13389502454083,315.2537705
343.51349694939563,317.430126
345.05146095209057,321.5220655
345.5953118064208,319.7555315
343.87297604675405,317.8694035
344.01606051484123,323.6111685
347.804631560517,325.365419
342.2430912111304,315.41243499999996
344.39323190797586,315.9429025
343.5883104065433,315.86536
344.1844198211329,317.8742835
344.48720427555963,316.47562500000004
344.8036537305452,319.831704
346.65763930702815,326.535937
344.4133724262356,318.318144
345.21895407064585,323.8363335
345.1196357598528,320.2505425
345.7062431156519,320.88553
346.10144739045063,319.467847
345.90653660701355,319.0744545
341.10927289305255,322.097503
344.69916661561,319.67924500000004
345.03219384211116,323.091614
344.43029168772046,321.711715
344.8845130255795,322.78326949999996
347.0331094170688,325.629169
342.52151133090956,316.7688135
346.96263526397524,320.000557
343.32801416603616,317.853786
346.7143542835256,321.567823
346.8322128615109,317.5319655
347.3588622661191,318.5577405
344.6454747755779,316.734034
344.96149470680393,321.0830545
342.64444358093897,318.2975815
345.2999198153848,319.86776199999997
345.3123512166203,318.08153949999996
345.88939657009905,323.716522
346.6030854776618,324.81825649999996
344.96997601084877,324.3423975
345.24560211674543,317.071241
345.78672515554354,317.3988055
340.21147912275046,313.8141865
343.43959128973074,317.783372
